article_id,current_slug,proposed_slug,current_url,proposed_url,problem_type,collision_status,redirect_required
8fa9caf8-5db2-47d7-9292-50c3a1b0db06,as-data-centers-spread-u-s-housing-markets-show-diverging-property-value-mu1datj3,as-data-centers-spread-u-s-housing-markets-show-diverging-property-value,https://www.tradeflock.net/news/as-data-centers-spread-u-s-housing-markets-show-diverging-property-value-mu1datj3,https://www.tradeflock.net/news/as-data-centers-spread-u-s-housing-markets-show-diverging-property-value,content_key_suffix,OK,yes
5675dd92-8f00-41ad-a545-ddd0b5e0c3eb,asml-s-high-na-queue-stretches-into-2028-as-u-s-logic-fa-79moaz,asml-s-high-na-queue-stretches-into-2028-as-u-s-logic-fa,https://www.tradeflock.net/news/asml-s-high-na-queue-stretches-into-2028-as-u-s-logic-fa-79moaz,https://www.tradeflock.net/news/asml-s-high-na-queue-stretches-into-2028-as-u-s-logic-fa,content_key_suffix,OK,yes
79c2b204-e262-47e0-bcd1-384b9ee7cf12,august-nonfarm-payrolls-expected-to-rise-by-53-000-as-subdued-summer-hir-mu1ikjq4,august-nonfarm-payrolls-expected-to-rise-by-53-000-as-subdued-summer-hir,https://www.tradeflock.net/news/august-nonfarm-payrolls-expected-to-rise-by-53-000-as-subdued-summer-hir-mu1ikjq4,https://www.tradeflock.net/news/august-nonfarm-payrolls-expected-to-rise-by-53-000-as-subdued-summer-hir,content_key_suffix,OK,yes
4cf4649a-a33d-4238-b6de-e30a0f01570a,automattic-executives-signed-reciprocal-severance-deals-during-mullenweg-mu4i7sa8,automattic-executives-signed-reciprocal-severance-deals-during-mullenweg,https://www.tradeflock.net/news/automattic-executives-signed-reciprocal-severance-deals-during-mullenweg-mu4i7sa8,https://www.tradeflock.net/news/automattic-executives-signed-reciprocal-severance-deals-during-mullenweg,content_key_suffix,OK,yes
140c477a-b818-4aca-9744-5c5a5af88a4c,backswing-ventures-what-mach-industries-3-7-billion-valuation-says-about-mu1jkljy,backswing-ventures-what-mach-industries-3-7-billion-valuation-says-about,https://www.tradeflock.net/news/backswing-ventures-what-mach-industries-3-7-billion-valuation-says-about-mu1jkljy,https://www.tradeflock.net/news/backswing-ventures-what-mach-industries-3-7-billion-valuation-says-about,content_key_suffix,OK,yes
e61aeed8-d4fa-4535-b583-da6df0987d2a,bank-of-england-chief-warns-new-ai-models-threaten-global-financial-stab-mu1td88t,bank-of-england-chief-warns-new-ai-models-threaten-global-financial-stab,https://www.tradeflock.net/news/bank-of-england-chief-warns-new-ai-models-threaten-global-financial-stab-mu1td88t,https://www.tradeflock.net/news/bank-of-england-chief-warns-new-ai-models-threaten-global-financial-stab,content_key_suffix,OK,yes
a01499c4-bf29-4116-953a-3e06d94271af,basis-trades-and-coupon-supply-keep-10-year-volatility-i-ux5wmz,basis-trades-and-coupon-supply-keep-10-year-volatility-i,https://www.tradeflock.net/news/basis-trades-and-coupon-supply-keep-10-year-volatility-i-ux5wmz,https://www.tradeflock.net/news/basis-trades-and-coupon-supply-keep-10-year-volatility-i,content_key_suffix,OK,yes
f0a9c025-4aef-4eac-9116-be1644ddb4b9,bc-game-outlines-global-growth-strategy-at-sbc-summit-in-lisbon-mu4jylgj,bc-game-outlines-global-growth-strategy-at-sbc-summit-in-lisbon,https://www.tradeflock.net/news/bc-game-outlines-global-growth-strategy-at-sbc-summit-in-lisbon-mu4jylgj,https://www.tradeflock.net/news/bc-game-outlines-global-growth-strategy-at-sbc-summit-in-lisbon,content_key_suffix,OK,yes
45660ef1-ceed-4289-a460-72a3eed9dfe3,behind-the-meter-gas-turbines-return-to-ai-campuses-as-a-05ac85,behind-the-meter-gas-turbines-return-to-ai-campuses-as-a,https://www.tradeflock.net/news/behind-the-meter-gas-turbines-return-to-ai-campuses-as-a-05ac85,https://www.tradeflock.net/news/behind-the-meter-gas-turbines-return-to-ai-campuses-as-a,content_key_suffix,OK,yes
a772c371-98ce-4a65-9f9d-92b6bf9a35ce,best-buy-raises-fiscal-year-outlook-after-earnings-beat-but-stock-falls-mtxgrws1,best-buy-raises-fiscal-year-outlook-after-earnings-beat-but-stock-falls,https://www.tradeflock.net/news/best-buy-raises-fiscal-year-outlook-after-earnings-beat-but-stock-falls-mtxgrws1,https://www.tradeflock.net/news/best-buy-raises-fiscal-year-outlook-after-earnings-beat-but-stock-falls,content_key_suffix,OK,yes
f26baff8-1830-471a-a19e-ef209cb97b9c,bhu-foods-announces-2026-relaunch-and-west-coast-retail-expansion-mu1pkunc,bhu-foods-announces-2026-relaunch-and-west-coast-retail-expansion,https://www.tradeflock.net/news/bhu-foods-announces-2026-relaunch-and-west-coast-retail-expansion-mu1pkunc,https://www.tradeflock.net/news/bhu-foods-announces-2026-relaunch-and-west-coast-retail-expansion,content_key_suffix,OK,yes
dcd2f10f-cb1e-4cb2-acd3-09b08bf86c2a,biohaven-faces-investor-investigation-and-15-stock-drop-following-fda-ep-mtxjff74,biohaven-faces-investor-investigation-and-15-stock-drop-following-fda-ep,https://www.tradeflock.net/news/biohaven-faces-investor-investigation-and-15-stock-drop-following-fda-ep-mtxjff74,https://www.tradeflock.net/news/biohaven-faces-investor-investigation-and-15-stock-drop-following-fda-ep,content_key_suffix,OK,yes
470f73da-39e7-408b-9722-4ed3af968b9e,bluetti-and-un-habitat-expand-clean-energy-deployment-to-nigeria-s-benue-mu1db469,bluetti-and-un-habitat-expand-clean-energy-deployment-to-nigeria-s-benue,https://www.tradeflock.net/news/bluetti-and-un-habitat-expand-clean-energy-deployment-to-nigeria-s-benue-mu1db469,https://www.tradeflock.net/news/bluetti-and-un-habitat-expand-clean-energy-deployment-to-nigeria-s-benue,content_key_suffix,OK,yes
e7003704-1a25-408c-8cdd-08092a1afc1f,boards-demand-tabletop-exercises-after-a-year-of-ai-assi-tv9ny0,boards-demand-tabletop-exercises-after-a-year-of-ai-assi,https://www.tradeflock.net/news/boards-demand-tabletop-exercises-after-a-year-of-ai-assi-tv9ny0,https://www.tradeflock.net/news/boards-demand-tabletop-exercises-after-a-year-of-ai-assi,content_key_suffix,OK,yes
d26c8d46-3498-4d5f-8f6e-aff535608085,california-modernist-estate-in-tiburon-lists-for-17-5m-mtx3ks7i,california-modernist-estate-in-tiburon-lists-for-17-5m,https://www.tradeflock.net/news/california-modernist-estate-in-tiburon-lists-for-17-5m-mtx3ks7i,https://www.tradeflock.net/news/california-modernist-estate-in-tiburon-lists-for-17-5m,content_key_suffix,OK,yes
5366d53a-088b-4f11-a9e5-dab9b82cdb11,canada-enforces-ca-27-6-billion-in-retaliatory-tariffs-as-trade-rift-wit-mtx754k7,canada-enforces-ca-27-6-billion-in-retaliatory-tariffs-as-trade-rift-wit,https://www.tradeflock.net/news/canada-enforces-ca-27-6-billion-in-retaliatory-tariffs-as-trade-rift-wit-mtx754k7,https://www.tradeflock.net/news/canada-enforces-ca-27-6-billion-in-retaliatory-tariffs-as-trade-rift-wit,content_key_suffix,OK,yes
8cdcf824-b94e-432f-aa11-d92d9ad5c30a,cap-table-management-platform-pulley-to-shut-down-in-december-mu4m2qq1,cap-table-management-platform-pulley-to-shut-down-in-december,https://www.tradeflock.net/news/cap-table-management-platform-pulley-to-shut-down-in-december-mu4m2qq1,https://www.tradeflock.net/news/cap-table-management-platform-pulley-to-shut-down-in-december,content_key_suffix,OK,yes
7a6b932c-6003-4f05-8781-a8171af44896,card-network-fee-fights-migrate-from-politics-to-merchan-n0zy3e,card-network-fee-fights-migrate-from-politics-to-merchan,https://www.tradeflock.net/news/card-network-fee-fights-migrate-from-politics-to-merchan-n0zy3e,https://www.tradeflock.net/news/card-network-fee-fights-migrate-from-politics-to-merchan,content_key_suffix,OK,yes
8108bc7c-1682-4422-88bf-7b92846aad46,cbo-reports-iran-war-driving-inflation-with-38-billion-price-tag-mu49rg7r,cbo-reports-iran-war-driving-inflation-with-38-billion-price-tag,https://www.tradeflock.net/news/cbo-reports-iran-war-driving-inflation-with-38-billion-price-tag-mu49rg7r,https://www.tradeflock.net/news/cbo-reports-iran-war-driving-inflation-with-38-billion-price-tag,content_key_suffix,OK,yes
8fa5eed0-1511-4468-8b8f-2e1175479dd3,census-report-shows-rising-family-income-and-lower-poverty-in-2025-as-sa-mu31pxb1,census-report-shows-rising-family-income-and-lower-poverty-in-2025-as-sa,https://www.tradeflock.net/news/census-report-shows-rising-family-income-and-lower-poverty-in-2025-as-sa-mu31pxb1,https://www.tradeflock.net/news/census-report-shows-rising-family-income-and-lower-poverty-in-2025-as-sa,content_key_suffix,OK,yes
008b1031-308d-489d-b5da-e40b6a2bf0ff,ceo-pay-fights-return-as-investors-refuse-to-treat-ai-tr-gho8wv,ceo-pay-fights-return-as-investors-refuse-to-treat-ai-tr,https://www.tradeflock.net/news/ceo-pay-fights-return-as-investors-refuse-to-treat-ai-tr-gho8wv,https://www.tradeflock.net/news/ceo-pay-fights-return-as-investors-refuse-to-treat-ai-tr,content_key_suffix,OK,yes
b25acbbd-cd0b-4976-b727-6f6e2fb368f9,cgtn-outlines-brics-alignment-with-chinese-global-initiatives-to-shape-g-mtx674ls,cgtn-outlines-brics-alignment-with-chinese-global-initiatives-to-shape-g,https://www.tradeflock.net/news/cgtn-outlines-brics-alignment-with-chinese-global-initiatives-to-shape-g-mtx674ls,https://www.tradeflock.net/news/cgtn-outlines-brics-alignment-with-chinese-global-initiatives-to-shape-g,content_key_suffix,OK,yes
eaf711ef-183f-4445-be23-2e1cd9752991,chief-ai-officers-last-18-months-unless-they-own-a-p-and-2kwte0,chief-ai-officers-last-18-months-unless-they-own-a-p-and,https://www.tradeflock.net/news/chief-ai-officers-last-18-months-unless-they-own-a-p-and-2kwte0,https://www.tradeflock.net/news/chief-ai-officers-last-18-months-unless-they-own-a-p-and,content_key_suffix,OK,yes
856c4bb2-4e8e-4c5f-bc65-b7ba5b3f512a,china-dismisses-us-ai-ceos-call-for-slowdown-as-fear-mongering-mu1r60l7,china-dismisses-us-ai-ceos-call-for-slowdown-as-fear-mongering,https://www.tradeflock.net/news/china-dismisses-us-ai-ceos-call-for-slowdown-as-fear-mongering-mu1r60l7,https://www.tradeflock.net/news/china-dismisses-us-ai-ceos-call-for-slowdown-as-fear-mongering,content_key_suffix,OK,yes
05c4f56d-8c1a-4d1e-a034-1644e409898c,china-s-54-billion-bank-rescue-fails-to-halt-stock-sell-off-mu1qkxdl,china-s-54-billion-bank-rescue-fails-to-halt-stock-sell-off,https://www.tradeflock.net/news/china-s-54-billion-bank-rescue-fails-to-halt-stock-sell-off-mu1qkxdl,https://www.tradeflock.net/news/china-s-54-billion-bank-rescue-fails-to-halt-stock-sell-off,content_key_suffix,OK,yes
e6ca6d5c-9afc-430c-9adf-c2a6114591d9,china-s-august-imports-miss-estimates-as-international-pressure-builds-f-mtxby62i,china-s-august-imports-miss-estimates-as-international-pressure-builds-f,https://www.tradeflock.net/news/china-s-august-imports-miss-estimates-as-international-pressure-builds-f-mtxby62i,https://www.tradeflock.net/news/china-s-august-imports-miss-estimates-as-international-pressure-builds-f,content_key_suffix,OK,yes
25610fbc-b0fe-4924-91e1-26c3340d068f,china-s-august-retail-sales-miss-forecasts-and-investment-slumps-as-indu-mu2pnciv,china-s-august-retail-sales-miss-forecasts-and-investment-slumps-as-indu,https://www.tradeflock.net/news/china-s-august-retail-sales-miss-forecasts-and-investment-slumps-as-indu-mu2pnciv,https://www.tradeflock.net/news/china-s-august-retail-sales-miss-forecasts-and-investment-slumps-as-indu,content_key_suffix,OK,yes
f0ef04d2-c23c-4ac4-84d1-e6cab990b9ba,china-s-ev-makers-pivot-to-humanoid-robotics-as-auto-market-slows-mtxjf9ne,china-s-ev-makers-pivot-to-humanoid-robotics-as-auto-market-slows,https://www.tradeflock.net/news/china-s-ev-makers-pivot-to-humanoid-robotics-as-auto-market-slows-mtxjf9ne,https://www.tradeflock.net/news/china-s-ev-makers-pivot-to-humanoid-robotics-as-auto-market-slows,content_key_suffix,OK,yes
e5b4cb09-f70c-4f47-90e6-561397abb177,chinese-humanoid-startup-joyin-challenges-openai-over-model-distillation-mtwztjrk,chinese-humanoid-startup-joyin-challenges-openai-over-model-distillation-mtwztjr,https://www.tradeflock.net/news/chinese-humanoid-startup-joyin-challenges-openai-over-model-distillation-mtwztjrk,https://www.tradeflock.net/news/chinese-humanoid-startup-joyin-challenges-openai-over-model-distillation-mtwztjr,content_key_suffix,OK,yes
e581ea27-5d23-4d38-a83e-45f99f7a060d,clark-capital-management-ceo-brendan-clark-wins-wealthies-executive-awar-mu2p0vk1,clark-capital-management-ceo-brendan-clark-wins-wealthies-executive-awar,https://www.tradeflock.net/news/clark-capital-management-ceo-brendan-clark-wins-wealthies-executive-awar-mu2p0vk1,https://www.tradeflock.net/news/clark-capital-management-ceo-brendan-clark-wins-wealthies-executive-awar,content_key_suffix,OK,yes
ec3e156b-e9e0-4203-b2f2-bc4d4faec603,clean-tech-startup-fluxnium-develops-fiber-technology-to-extract-uranium-mu44k01o,clean-tech-startup-fluxnium-develops-fiber-technology-to-extract-uranium,https://www.tradeflock.net/news/clean-tech-startup-fluxnium-develops-fiber-technology-to-extract-uranium-mu44k01o,https://www.tradeflock.net/news/clean-tech-startup-fluxnium-develops-fiber-technology-to-extract-uranium,content_key_suffix,OK,yes
239ccddc-163a-4f15-ab9f-0c0067612d69,clickfix-social-engineering-attacks-target-mac-and-windows-enterprise-us-mu1k7r2d,clickfix-social-engineering-attacks-target-mac-and-windows-enterprise-us,https://www.tradeflock.net/news/clickfix-social-engineering-attacks-target-mac-and-windows-enterprise-us-mu1k7r2d,https://www.tradeflock.net/news/clickfix-social-engineering-attacks-target-mac-and-windows-enterprise-us,content_key_suffix,OK,yes
de8a71da-9778-4a48-b1d2-c4ad37a43cb4,coinbase-ceo-brian-armstrong-says-u-s-crypto-rules-are-coming-regardless-mtx3kmxc,coinbase-ceo-brian-armstrong-says-u-s-crypto-rules-are-coming-regardless,https://www.tradeflock.net/news/coinbase-ceo-brian-armstrong-says-u-s-crypto-rules-are-coming-regardless-mtx3kmxc,https://www.tradeflock.net/news/coinbase-ceo-brian-armstrong-says-u-s-crypto-rules-are-coming-regardless,content_key_suffix,OK,yes
fc390423-1997-446d-b2d4-724294f8f6c6,comp-ai-secures-34-million-series-a-to-expand-automated-security-and-com-mu5h1g1o,comp-ai-secures-34-million-series-a-to-expand-automated-security-and-com,https://www.tradeflock.net/news/comp-ai-secures-34-million-series-a-to-expand-automated-security-and-com-mu5h1g1o,https://www.tradeflock.net/news/comp-ai-secures-34-million-series-a-to-expand-automated-security-and-com,content_key_suffix,OK,yes
cc131afd-8f05-473f-b28d-0a49bf55fa79,consumer-outlook-plunges-in-september-as-inflation-expectations-worsen-mtx2zoxt,consumer-outlook-plunges-in-september-as-inflation-expectations-worsen,https://www.tradeflock.net/news/consumer-outlook-plunges-in-september-as-inflation-expectations-worsen-mtx2zoxt,https://www.tradeflock.net/news/consumer-outlook-plunges-in-september-as-inflation-expectations-worsen,content_key_suffix,OK,yes
6b8a9641-9913-4588-b21f-85e09f6fc4df,continental-resources-signs-mou-with-pdvsa-for-venezuela-s-ayacucho-2-bl-mu4be8ot,continental-resources-signs-mou-with-pdvsa-for-venezuela-s-ayacucho-2-bl,https://www.tradeflock.net/news/continental-resources-signs-mou-with-pdvsa-for-venezuela-s-ayacucho-2-bl-mu4be8ot,https://www.tradeflock.net/news/continental-resources-signs-mou-with-pdvsa-for-venezuela-s-ayacucho-2-bl,content_key_suffix,OK,yes
326e9dd9-6168-4364-8260-9c5b7558b802,cordenpharma-appoints-dr-jean-luc-herbeaux-as-chief-executive-officer-mu2saevx,cordenpharma-appoints-dr-jean-luc-herbeaux-as-chief-executive-officer,https://www.tradeflock.net/news/cordenpharma-appoints-dr-jean-luc-herbeaux-as-chief-executive-officer-mu2saevx,https://www.tradeflock.net/news/cordenpharma-appoints-dr-jean-luc-herbeaux-as-chief-executive-officer,content_key_suffix,OK,yes
1e77ed1d-65c0-475a-82d6-63f14e3035f2,corporate-ppas-get-shorter-as-buyers-refuse-to-lock-15-y-oqnx1e,corporate-ppas-get-shorter-as-buyers-refuse-to-lock-15-y,https://www.tradeflock.net/news/corporate-ppas-get-shorter-as-buyers-refuse-to-lock-15-y-oqnx1e,https://www.tradeflock.net/news/corporate-ppas-get-shorter-as-buyers-refuse-to-lock-15-y,content_key_suffix,OK,yes
2a534457-b1c2-4873-9e9a-a6534244c66c,costco-expands-uber-eats-delivery-partnership-to-47-states-mu4o68fk,costco-expands-uber-eats-delivery-partnership-to-47-states,https://www.tradeflock.net/news/costco-expands-uber-eats-delivery-partnership-to-47-states-mu4o68fk,https://www.tradeflock.net/news/costco-expands-uber-eats-delivery-partnership-to-47-states,content_key_suffix,OK,yes
bd67e52f-60d5-433f-b1e9-b9993a66086e,counting-the-votes-warsh-faces-tough-battle-as-fed-girds-for-expected-ra-mu1nwq4r,counting-the-votes-warsh-faces-tough-battle-as-fed-girds-for-expected-ra,https://www.tradeflock.net/news/counting-the-votes-warsh-faces-tough-battle-as-fed-girds-for-expected-ra-mu1nwq4r,https://www.tradeflock.net/news/counting-the-votes-warsh-faces-tough-battle-as-fed-girds-for-expected-ra,content_key_suffix,OK,yes
